author,n_comments,n_themes,entropy,gini,top_theme,stakeholder_institution
koverholt,13,2,0.3912435636292556,0.7692307692307694,T02_Process,Google
DJ-os,13,2,0.6193821946787638,0.7384615384615385,T02_Process,Google
princejha95,12,2,0.6500224216483541,0.7333333333333334,T01_Technical,Independent
CHARLIE1210-A,12,2,0.9798687566511527,0.6333333333333333,T01_Technical,Google A2A
oliverlabs,12,2,0.9798687566511527,0.6333333333333333,T01_Technical,Google
cdavernas,11,3,1.4353713907745334,0.5454545454545454,T01_Technical,Google A2A
Lancetnik,11,2,0.43949698692151334,0.7636363636363637,T01_Technical,Google A2A
logan272,11,2,0.43949698692151334,0.7636363636363637,T01_Technical,Independent
dgenio,11,1,0.0,0.8,T01_Technical,Google
HeetVekariya,11,2,0.8453509366224364,0.6909090909090909,T01_Technical,Independent
lkawka,10,2,0.8812908992306927,0.6799999999999999,T01_Technical,Google
patwhite,10,1,0.0,0.8,T01_Technical,Scaled MCP
douglasborthwick-crypto,10,2,0.46899559358928117,0.76,T01_Technical,Independent
ydennisy,9,2,0.9182958340544894,0.6666666666666667,T01_Technical,Google A2A governance
dinesh707,9,2,0.5032583347756457,0.7555555555555555,T01_Technical,Google A2A
JKHeadley,9,1,0.0,0.8,T01_Technical,MoltBridge
DracoBlue,9,2,0.5032583347756457,0.7555555555555555,T01_Technical,Developer Community
beonde,9,2,0.7642045065086203,0.7111111111111112,T01_Technical,Google A2A
Fannon,9,2,0.5032583347756457,0.7555555555555555,T01_Technical,Google A2A
vongosling,9,2,0.5032583347756457,0.7555555555555555,T01_Technical,Independent
jmandel,9,2,0.5032583347756457,0.7555555555555555,T01_Technical,Google
jland-redhat,9,2,0.7642045065086203,0.7111111111111112,T01_Technical,Independent
egor-baranov,8,1,0.0,0.8,T01_Technical,Google A2A
laurentsimon,8,1,0.0,0.8,T01_Technical,Google
guglielmo-san,8,1,0.0,0.8,T01_Technical,Independent
inesmcm26,8,2,0.5435644431995964,0.75,T01_Technical,Independent
KomachiSion,8,1,0.0,0.8,T01_Technical,Independent
bobtista,8,1,0.0,0.8,T01_Technical,Google A2A
davidlivekoo2012,8,2,0.5435644431995964,0.75,T01_Technical,Google
siacomuzzi,8,2,0.5435644431995964,0.75,T01_Technical,Google
aglicacha,7,2,0.5916727785823274,0.7428571428571429,T01_Technical,Independent
OyaAIProd,7,3,1.3787834934861756,0.5714285714285714,T01_Technical,Independent
vizmut-labs,7,1,0.0,0.8,T01_Technical,vizmut-labs
justfalter,7,2,0.5916727785823274,0.7428571428571429,T01_Technical,Independent
aickin,7,2,0.5916727785823274,0.7428571428571429,T01_Technical,Google
robomotic,7,1,0.0,0.8,T01_Technical,GitHub community member
zzxwill,7,1,0.0,0.8,T01_Technical,Independent
syllogismos,7,2,0.8631205685666311,0.6857142857142857,T01_Technical,Google A2A
spricet,7,1,0.0,0.8,T01_Technical,Independent
codefromthecrypt,7,2,0.8631205685666311,0.6857142857142857,T01_Technical,GitHub community member
Copilot,7,2,0.5916727785823274,0.7428571428571429,T01_Technical,Google
xtrasmal,7,2,0.5916727785823274,0.7428571428571429,T01_Technical,GitHub A2A
jmesnil,6,1,0.0,0.8,T01_Technical,Google
logan-markewich,6,2,0.9182958340544894,0.6666666666666667,T01_Technical,Google A2A
dfdumaresq,6,1,0.0,0.8,T01_Technical,Google A2A
yedidel,6,2,0.9182958340544894,0.6666666666666667,T01_Technical,Independent
palladius,6,2,0.9182958340544894,0.6666666666666667,T01_Technical,Google
sms03,6,2,1.0,0.6000000000000001,T01_Technical,Google A2A
jebinj22,6,2,0.6500224216483541,0.7333333333333334,T01_Technical,Independent
jonigl,6,2,0.9182958340544894,0.6666666666666667,T01_Technical,Independent
ajaynagotha,6,4,1.7924812503605783,0.40000000000000013,T02_Process,Google A2A
sfitts,6,1,0.0,0.8,T01_Technical,Google
kabir,6,1,0.0,0.8,T01_Technical,Independent
pwwpche,6,3,1.2516291673878228,0.6000000000000001,T01_Technical,Google
daavoo,6,2,0.9182958340544894,0.6666666666666667,T01_Technical,Independent
MG1-4,6,2,0.6500224216483541,0.7333333333333334,T01_Technical,GitHub A2A
LingJingMaster,6,1,0.0,0.8,T01_Technical,Google A2A governance
binbandit,6,2,0.6500224216483541,0.7333333333333334,T01_Technical,Google A2A
iliesicatrinel,6,1,0.0,0.8,T01_Technical,Google
Phil-Hills,6,2,0.6500224216483541,0.7333333333333334,T01_Technical,Independent
ThierryThevenet,5,1,0.0,0.8,T01_Technical,Independent
mcglabs,5,1,0.0,0.8,T01_Technical,Independent
joshhalley,5,3,1.370950594454669,0.56,T02_Process,Independent
CZH-THU,5,1,0.0,0.8,T01_Technical,Independent
sing1ee,5,2,0.9709505944546688,0.6400000000000001,T01_Technical,Developer
mindpower,5,2,0.9709505944546688,0.6400000000000001,T01_Technical,Google
Kevin1466,5,1,0.0,0.8,T01_Technical,Independent
ehsavoie,5,1,0.0,0.8,T01_Technical,Independent
suvedo,5,1,0.0,0.8,T01_Technical,client
mihaimaruseac,5,2,0.7219280948873623,0.72,T01_Technical,Google
blkt,5,1,0.0,0.8,T01_Technical,Independent
grll,5,1,0.0,0.8,T01_Technical,Independent
everettVT,5,2,0.7219280948873623,0.72,T01_Technical,Independent
KrshnKush,5,2,0.9709505944546688,0.6400000000000001,T01_Technical,Independent
daltonnyx,5,1,0.0,0.8,T01_Technical,Developer
gNtino,5,1,0.0,0.8,T01_Technical,Google A2A
CakeCrusher,5,2,0.7219280948873623,0.72,T01_Technical,Independent
gagb,4,1,0.0,0.8,T01_Technical,Google A2A
satendrakumar,4,2,0.8112781244591328,0.7,T01_Technical,Independent
fernando-torres-blip-ai,4,1,0.0,0.8,T01_Technical,Google A2A
rajhanshdhami,4,2,1.0,0.6000000000000001,T01_Technical,GitHub A2A
barnendu,4,1,0.0,0.8,T01_Technical,GitHub A2A
thebenignhacker,4,1,0.0,0.8,T01_Technical,Independent
graemefoster,4,1,0.0,0.8,T01_Technical,Independent
tomsun28,4,2,0.8112781244591328,0.7,T01_Technical,Independent
dhdanie,4,1,0.0,0.8,T01_Technical,Independent
ibrahimokuyucu,4,2,0.8112781244591328,0.7,T01_Technical,Google A2A
brycewcole,4,2,1.0,0.6000000000000001,T01_Technical,Google
andreibesleaga,4,1,0.0,0.8,T01_Technical,Enterprise systems
architectureofthings,4,1,0.0,0.8,T01_Technical,Independent
sandyskies,4,2,1.0,0.6000000000000001,T01_Technical,Independent
sandangel,4,1,0.0,0.8,T01_Technical,Independent
thisisnotapril,4,1,0.0,0.8,T02_Process,Google
arislan-lilo,4,2,1.0,0.6000000000000001,T01_Technical,Independent
ritsuki1227,4,2,1.0,0.6000000000000001,T01_Technical,Independent
adarshnarayanhegde,4,2,0.8112781244591328,0.7,T01_Technical,Independent
fjuma,4,1,0.0,0.8,T01_Technical,Google
mikumifa,4,3,1.5,0.5,T01_Technical,Independent
msardara,4,1,0.0,0.8,T01_Technical,Google
meetrais,4,2,0.8112781244591328,0.7,T01_Technical,Independent
patwlan,4,1,0.0,0.8,T01_Technical,Independent
IhateCreatingUserNames2,4,2,0.8112781244591328,0.7,T01_Technical,Google A2A
HungYangChang,4,2,0.8112781244591328,0.7,T01_Technical,Independent
HomeroRR,4,1,0.0,0.8,T01_Technical,Google A2A governance
JeromeOvO,4,1,0.0,0.8,T01_Technical,Independent
widrss,4,3,1.5,0.5,T01_Technical,Google A2A
ReubenBond,4,1,0.0,0.8,T01_Technical,Independent
michelschep,4,1,0.0,0.8,T01_Technical,GitHub community member
yangyang-yyy,4,1,0.0,0.8,T01_Technical,Independent
powmax-commits,4,1,0.0,0.8,T01_Technical,Google
yasonk,4,2,0.8112781244591328,0.7,T01_Technical,Independent
yzhao244,4,2,0.8112781244591328,0.7,T01_Technical,Google
xui-will,4,2,0.8112781244591328,0.7,T01_Technical,Google
AlexsJones,4,2,0.8112781244591328,0.7,T01_Technical,Google A2A
AlbumenJ,4,2,0.8112781244591328,0.7,T01_Technical,Google A2A
niguowei44,4,1,0.0,0.8,T01_Technical,Independent
mvakoc,4,2,0.8112781244591328,0.7,T02_Process,Google
vladislavdonchev,4,1,0.0,0.8,T01_Technical,Independent-AI-Labs
Realsid,4,2,1.0,0.6000000000000001,T01_Technical,Google A2A
zhenjunMa,4,2,0.8112781244591328,0.7,T01_Technical,Independent
wilsonsilva,4,2,0.8112781244591328,0.7,T01_Technical,Independent
lorenzocipriani-huawei,4,2,0.8112781244591328,0.7,T01_Technical,huawei
tatanka1212,3,1,0.0,0.8,T01_Technical,Google A2A
hoonji,3,1,0.0,0.8,T01_Technical,Google
Mocuto,3,2,0.9182958340544894,0.6666666666666667,T01_Technical,Independent
rokonec,3,3,1.584962500721156,0.40000000000000013,T01_Technical,Independent
irshadnilam,3,1,0.0,0.8,T01_Technical,GitHub A2A (discussion)
maxekman,3,1,0.0,0.8,T01_Technical,Developer Community
MengJiapeng,3,1,0.0,0.8,T01_Technical,Independent
wushubang,3,1,0.0,0.8,T01_Technical,Independent
acensia,3,1,0.0,0.8,T01_Technical,GitHub A2A
JayBhadiyadraInstanceIT,3,1,0.0,0.8,T01_Technical,Independent
kdenhartog,3,1,0.0,0.8,T01_Technical,Independent
pascal910107,3,1,0.0,0.8,T01_Technical,Independent
salqadri,3,2,0.9182958340544894,0.6666666666666667,T01_Technical,Independent
HaohanTsao,3,1,0.0,0.8,T01_Technical,Google A2A
dayuyang1999,3,1,0.0,0.8,T01_Technical,Google A2A
deepakskhetwal,3,2,0.9182958340544894,0.6666666666666667,T02_Process,Unknown
Frankdog,3,1,0.0,0.8,T01_Technical,Independent
gregboero,3,1,0.0,0.8,T01_Technical,GitHub community member
ysxu666,3,1,0.0,0.8,T01_Technical,Independent
ducknificient,3,1,0.0,0.8,T01_Technical,Independent
oopslink,3,1,0.0,0.8,T01_Technical,Independent
muthub-ai,3,2,0.9182958340544894,0.6666666666666667,T01_Technical,Independent
AlokRanjanSwain,3,1,0.0,0.8,T01_Technical,Independent
eli-osherovich,3,1,0.0,0.8,T01_Technical,Google
shamblett,3,2,0.9182958340544894,0.6666666666666667,T01_Technical,Independent
zoujie-ee,3,1,0.0,0.8,T01_Technical,Google
zzstoatzz,3,2,0.9182958340544894,0.6666666666666667,T02_Process,Google A2A
rohit2k21,3,2,0.9182958340544894,0.6666666666666667,T02_Process,Unknown
tanemaki,3,2,0.9182958340544894,0.6666666666666667,T01_Technical,Independent
abdibrokhim,3,1,0.0,0.8,T01_Technical,Independent
rajib76,3,2,0.9182958340544894,0.6666666666666667,T01_Technical,GitHub A2A
liuzengh,3,2,0.9182958340544894,0.6666666666666667,T02_Process,Google
richgo,3,1,0.0,0.8,T01_Technical,Google
RobinQu,3,1,0.0,0.8,T01_Technical,Independent
richardanaya,3,1,0.0,0.8,T01_Technical,Independent
promptrotator,3,2,0.9182958340544894,0.6666666666666667,T01_Technical,Independent
johnson7788,3,1,0.0,0.8,T01_Technical,Independent
ZapzCsgo,3,1,0.0,0.8,T01_Technical,Google
lifieai,3,3,1.584962500721156,0.40000000000000013,T01_Technical,Lifie AI
kshitizz36,3,2,0.9182958340544894,0.6666666666666667,T01_Technical,Google
automateyournetwork,3,2,0.9182958340544894,0.6666666666666667,T01_Technical,Google A2A
annicode01,3,1,0.0,0.8,T01_Technical,Independent
tiswanso,3,1,0.0,0.8,T01_Technical,Google A2A
scidomino,3,1,0.0,0.8,T01_Technical,Independent
aeoess,3,1,0.0,0.8,T01_Technical,Independent
NavtejMAQ,3,1,0.0,0.8,T01_Technical,Independent
ptiper,3,1,0.0,0.8,T01_Technical,Independent
101scholar,3,1,0.0,0.8,T01_Technical,service_provider
jocelynh-microsoft,3,1,0.0,0.8,T01_Technical,Microsoft
alan-silverstreams,3,1,0.0,0.8,T01_Technical,SilverstreamsAI
alanyst,3,1,0.0,0.8,T01_Technical,Independent
Paulchen5,3,3,1.584962500721156,0.40000000000000013,T01_Technical,Independent
priyankjecrc,2,1,0.0,0.8,T01_Technical,Google A2A
mprynce,2,1,0.0,0.8,T01_Technical,Google A2A
jokemanfire,2,1,0.0,0.8,T01_Technical,Independent
mjunaidca,2,1,0.0,0.8,T01_Technical,Google A2A
mikesir87,2,2,1.0,0.6000000000000001,T01_Technical,GitHub
mrorigo,2,2,1.0,0.6000000000000001,T01_Technical,Google A2A
joevidev,2,2,1.0,0.6000000000000001,T01_Technical,Google A2A
kurt-r2c,2,2,1.0,0.6000000000000001,T01_Technical,Google A2A
kyleacmooney,2,1,0.0,0.8,T01_Technical,Google A2A
jsahil,2,1,0.0,0.8,T01_Technical,Google A2A
gpanakkal,2,1,0.0,0.8,T01_Technical,Google
gspencergoog,2,2,1.0,0.6000000000000001,T01_Technical,Google
mukteshkrmishra,2,2,1.0,0.6000000000000001,T01_Technical,Independent
gilamsalem,2,1,0.0,0.8,T01_Technical,Developer
jtanningbed,2,2,1.0,0.6000000000000001,T01_Technical,Google A2A
omkar-12bits,2,1,0.0,0.8,T01_Technical,Independent
jwson-automation,2,1,0.0,0.8,T02_Process,Google A2A governance
ghostdoglzd,2,2,1.0,0.6000000000000001,T01_Technical,Independent
geneknit,2,2,1.0,0.6000000000000001,T01_Technical,Independent
nithin-nk,2,1,0.0,0.8,T01_Technical,Independent
gabayben,2,2,1.0,0.6000000000000001,T01_Technical,Google
knuckles-stack,2,1,0.0,0.8,T01_Technical,Google
qingyun-wu,2,2,1.0,0.6000000000000001,T01_Technical,Independent
lalrow,2,1,0.0,0.8,T01_Technical,Independent
rodrigallardo,2,2,1.0,0.6000000000000001,T01_Technical,Independent
rebeccacamejo,2,1,0.0,0.8,T01_Technical,Independent
pcingola,2,1,0.0,0.8,T01_Technical,Developer Community
markgoho,2,1,0.0,0.8,T01_Technical,Independent
marianogonzalez,2,1,0.0,0.8,T01_Technical,Independent
marelab,2,2,1.0,0.6000000000000001,T01_Technical,Enterprise Developer
manojsharmadcx,2,1,0.0,0.8,T01_Technical,Independent
jeletor,2,1,0.0,0.8,T01_Technical,Google A2A
manojk0303,2,1,0.0,0.8,T01_Technical,Google A2A
peterwang2013,2,2,1.0,0.6000000000000001,T01_Technical,Google A2A
robinmanuelthiel,2,2,1.0,0.6000000000000001,T01_Technical,Google
jackwotherspoon,2,1,0.0,0.8,T01_Technical,Google A2A
lrosenthol,2,1,0.0,0.8,T01_Technical,GitHub community
pinchwork,2,2,1.0,0.6000000000000001,T01_Technical,Independent
jeanibarz,2,1,0.0,0.8,T01_Technical,Google
postbird,2,1,0.0,0.8,T01_Technical,Independent
rogpeppe,2,1,0.0,0.8,T01_Technical,Independent
lukaszkostrzewa,2,1,0.0,0.8,T01_Technical,Google A2A
jenish2917,2,1,0.0,0.8,T01_Technical,Independent
iamrajiv,2,1,0.0,0.8,T01_Technical,Independent
sangpire,2,2,1.0,0.6000000000000001,T01_Technical,Google
rsoika,2,1,0.0,0.8,T01_Technical,Enterprise
gulercan,2,1,0.0,0.8,T01_Technical,Google
lambochen,2,1,0.0,0.8,T01_Technical,GitHub A2A
gvdongen,2,1,0.0,0.8,T01_Technical,Google A2A
jlfolland,2,1,0.0,0.8,T01_Technical,Independent
liar666,2,1,0.0,0.8,T01_Technical,Independent
lindsaydsgdnolan-eng,2,1,0.0,0.8,T01_Technical,Google
richard-rance,2,1,0.0,0.8,T01_Technical,Google
haxudev,2,1,0.0,0.8,T01_Technical,Google
meguminnnnnnnnn,2,1,0.0,0.8,T01_Technical,Independent
mdii,2,1,0.0,0.8,T01_Technical,Independent
hieuminh65,2,1,0.0,0.8,T02_Process,Independent
hkmo99,2,1,0.0,0.8,T01_Technical,Google
hotdogarea,2,1,0.0,0.8,T01_Technical,Independent
maxzyma,2,2,1.0,0.6000000000000001,T01_Technical,Independent
loganaden,2,1,0.0,0.8,T01_Technical,Independent
lexi-k,2,1,0.0,0.8,T01_Technical,Independent
nickossdev,2,1,0.0,0.8,T01_Technical,Google A2A
bgauryy,2,1,0.0,0.8,T01_Technical,Independent
tomkis,2,2,1.0,0.6000000000000001,T01_Technical,Independent
alampolee,2,2,1.0,0.6000000000000001,T01_Technical,Agent Builders
alantriesagain,2,1,0.0,0.8,T02_Process,GitHub community member
alextibbles,2,1,0.0,0.8,T01_Technical,Independent
LI-Jinyang,2,1,0.0,0.8,T01_Technical,Independent
Kludex,2,2,1.0,0.6000000000000001,T02_Process,Independent
tucnak,2,1,0.0,0.8,T01_Technical,Google A2A
tot-ra,2,1,0.0,0.8,T01_Technical,Google
andrewdavidmackenzie,2,2,1.0,0.6000000000000001,T01_Technical,Red Hat
anjanas,2,1,0.0,0.8,T01_Technical,Google
tonycai,2,2,1.0,0.6000000000000001,T01_Technical,Google A2A
xiongwenxin123,2,1,0.0,0.8,T01_Technical,Independent
JadenHuang2023,2,1,0.0,0.8,T01_Technical,Independent
awickham10,2,1,0.0,0.8,T01_Technical,Independent
azyobuzin,2,1,0.0,0.8,T01_Technical,Independent
TP9-dev,2,1,0.0,0.8,T01_Technical,Google
xray918,2,1,0.0,0.8,T02_Process,A2Astore.co
bittr-oss,2,1,0.0,0.8,T01_Technical,Independent
bkowal,2,1,0.0,0.8,T01_Technical,Google
JeremyFan,2,1,0.0,0.8,T01_Technical,Independent
bparees,2,1,0.0,0.8,T01_Technical,Independent
tanveer-builds,2,1,0.0,0.8,T01_Technical,Independent
brunogrbavac,2,1,0.0,0.8,T01_Technical,Google A2A governance
LucaButBoring,2,1,0.0,0.8,T01_Technical,Google A2A
akshaykokane,2,2,1.0,0.6000000000000001,T01_Technical,Google
akintunca,2,2,1.0,0.6000000000000001,T01_Technical,Developer
LuckyLaochou,2,2,1.0,0.6000000000000001,T01_Technical,Independent
Tech-AML,2,2,1.0,0.6000000000000001,T01_Technical,Independent
StevenJohnson998,2,2,1.0,0.6000000000000001,T01_Technical,Independent
WaqasIshaque1,2,2,1.0,0.6000000000000001,T01_Technical,GitHub community member
XiHeee,2,1,0.0,0.8,T02_Process,Google
vineethsai,2,1,0.0,0.8,T01_Technical,Independent
Zephyr-Blessed,2,1,0.0,0.8,T01_Technical,AgentRolodex
ZhiLiGod,2,1,0.0,0.8,T01_Technical,Independent
SergeyMenshykh,2,2,1.0,0.6000000000000001,T01_Technical,Google
a2a-bot,2,2,1.0,0.6000000000000001,T01_Technical,Unknown
aamonten,2,2,1.0,0.6000000000000001,T01_Technical,Independent
RubberGoose246,2,2,1.0,0.6000000000000001,T01_Technical,Independent
wenwenc9,2,1,0.0,0.8,T01_Technical,Independent
Renator13,2,1,0.0,0.8,T01_Technical,Independent
QuantumDaveLdn,2,2,1.0,0.6000000000000001,T01_Technical,GitHub A2A
adsri,2,1,0.0,0.8,T01_Technical,Google
MoonRendering,2,1,0.0,0.8,T01_Technical,Independent
ahoblitz,2,1,0.0,0.8,T01_Technical,Independent
Midnight-719,2,1,0.0,0.8,T01_Technical,Independent
aimable100,2,1,0.0,0.8,T01_Technical,Tenuo
ajoslin103,2,1,0.0,0.8,T01_Technical,Independent
Meir017,2,1,0.0,0.8,T02_Process,Independent
buddha314,2,2,1.0,0.6000000000000001,T01_Technical,Independent
volodya-lombrozo,2,1,0.0,0.8,T01_Technical,Independent
syumpx,2,2,1.0,0.6000000000000001,T01_Technical,Google
danbri,2,1,0.0,0.8,T01_Technical,Independent
z2z23n0,2,1,0.0,0.8,T01_Technical,Google A2A
danja,2,1,0.0,0.8,T01_Technical,Google A2A
zamorofthat,2,1,0.0,0.8,T01_Technical,telecom
CAG-nolan,2,2,1.0,0.6000000000000001,T01_Technical,Google
zchee,2,1,0.0,0.8,T01_Technical,Google A2A
Bill-XU,2,1,0.0,0.8,T01_Technical,GitHub community
decode-mayank,2,1,0.0,0.8,T01_Technical,Independent
Areo-Joe,2,1,0.0,0.8,T01_Technical,Google A2A
zhengleibin,2,1,0.0,0.8,T01_Technical,Google
AlexanderShenshin,2,1,0.0,0.8,T01_Technical,Independent
AdarPeleg,2,1,0.0,0.8,T01_Technical,Independent
eilon-shai,2,2,1.0,0.6000000000000001,T01_Technical,Independent
elCaptnCode,2,1,0.0,0.8,T02_Process,Community
shaikmoeed,2,2,1.0,0.6000000000000001,T01_Technical,Independent
flex-myeonghyeon,2,1,0.0,0.8,T01_Technical,Independent
DGuhr,2,1,0.0,0.8,T01_Technical,Independent
dchrty,2,2,1.0,0.6000000000000001,T01_Technical,Google R&D Engineer
sxhxliang,2,1,0.0,0.8,T02_Process,Independent
HadjievK,2,1,0.0,0.8,T01_Technical,GitHub community member
syaproj,2,1,0.0,0.8,T01_Technical,Google
yaronf,2,2,1.0,0.6000000000000001,T01_Technical,Google
sunyuhan1998,2,1,0.0,0.8,T01_Technical,Independent
yu-iskw,1,1,0.0,0.8,T01_Technical,Google
prashubk,1,1,0.0,0.8,T02_Process,GitHub user
wenxichen,1,1,0.0,0.8,T02_Process,Independent
olileger,1,1,0.0,0.8,T01_Technical,Independent
weiye-Lee,1,1,0.0,0.8,T01_Technical,Independent
oabdelkarim,1,1,0.0,0.8,T01_Technical,Independent
yadav,1,1,0.0,0.8,T01_Technical,Google
waitasecant,1,1,0.0,0.8,T01_Technical,GitHub Community
ppattanayak,1,1,0.0,0.8,T01_Technical,GitHub community
wadrzl55333,1,1,0.0,0.8,T01_Technical,Independent
y-tabata,1,1,0.0,0.8,T01_Technical,Google
pausanchez,1,1,0.0,0.8,T01_Technical,Independent
nvcnvn,1,1,0.0,0.8,T01_Technical,Google A2A
vvasylkovskyi,1,1,0.0,0.8,T01_Technical,Independent
no7dw,1,1,0.0,0.8,T01_Technical,Independent
nitin737,1,1,0.0,0.8,T01_Technical,Independent
zmstone,1,1,0.0,0.8,T02_Process,emqx
vuminhoang,1,1,0.0,0.8,T01_Technical,Independent
vorburger,1,1,0.0,0.8,T01_Technical,Google
prassanna-ravishankar,1,1,0.0,0.8,T01_Technical,Independent
xtrycatchx,1,1,0.0,0.8,T01_Technical,Independent
nikhilmaddirala,1,1,0.0,0.8,T01_Technical,GitHub
pauldotknopf,1,1,0.0,0.8,T01_Technical,Google
zomux,1,1,0.0,0.8,T05_Off_topic,Independent
whitestone0712,1,1,0.0,0.8,T01_Technical,engineers
williamwa,1,1,0.0,0.8,T02_Process,Independent
one-kash,1,1,0.0,0.8,T01_Technical,Independent
ymmt2005,1,1,0.0,0.8,T01_Technical,Google A2A
yukuanj,1,1,0.0,0.8,T01_Technical,Google
x0cipher,1,1,0.0,0.8,T01_Technical,openhive
yuluo-yx,1,1,0.0,0.8,T05_Off_topic,Google A2A
yuqingzcn,1,1,0.0,0.8,T01_Technical,Unknown
pcuci,1,1,0.0,0.8,T01_Technical,Independent
wsandy1,1,1,0.0,0.8,T01_Technical,Independent
ossfellow,1,1,0.0,0.8,T01_Technical,Independent
perfectspr,1,1,0.0,0.8,T01_Technical,Independent
z-a-f,1,1,0.0,0.8,T01_Technical,GitHub community member
pavelgj,1,1,0.0,0.8,T02_Process,Google
workkrinal-02,1,1,0.0,0.8,T01_Technical,Google A2A
paparth,1,1,0.0,0.8,T01_Technical,Google
pab1it0,1,1,0.0,0.8,T03_Governance,Google A2A
pavankumarleo,1,1,0.0,0.8,T01_Technical,Independent
openaitx-system,1,1,0.0,0.8,T02_Process,Unknown
yichenj,1,1,0.0,0.8,T01_Technical,Independent
y-d-y,1,1,0.0,0.8,T01_Technical,Independent
phillipgibson,1,1,0.0,0.8,T01_Technical,Google
pilartomas,1,1,0.0,0.8,T01_Technical,Google
wjcwjc77,1,1,0.0,0.8,T01_Technical,Google A2A governance
yangchi,1,1,0.0,0.8,T01_Technical,Google
yairyairyair,1,1,0.0,0.8,T01_Technical,Unknown
pointhalo,1,1,0.0,0.8,T01_Technical,Independent
zhangjh,1,1,0.0,0.8,T01_Technical,Independent
secprog,1,1,0.0,0.8,T01_Technical,Independent
r3motecontrol,1,1,0.0,0.8,T01_Technical,Independent
voidcenter,1,1,0.0,0.8,T01_Technical,Independent
samuelemarro,1,1,0.0,0.8,T02_Process,GitHub user
stkang90,1,1,0.0,0.8,T01_Technical,Google ADK
sallespro,1,1,0.0,0.8,T01_Technical,Independent
stojangb,1,1,0.0,0.8,T02_Process,Google
suensky,1,1,0.0,0.8,T01_Technical,Google A2A
suforme,1,1,0.0,0.8,T01_Technical,Google A2A
