author,n_comments,n_themes,entropy,gini,top_theme,stakeholder_institution
benclarkeio,14,5,2.0741647430225756,0.7142857142857144,T03,benclarkeio
c-mysec,14,5,2.074164743022575,0.7142857142857144,T02,Google A2A
koverholt,13,1,0.0,0.9166666666666667,T02,Google
ai-boost,13,4,1.1451104143815827,0.8397435897435899,T03,ai-boost
princejha95,12,7,2.2924812503605785,0.625,T06,Independent
DJ-os,12,2,0.9798687566511527,0.8472222222222223,T03,Google
CHARLIE1210-A,12,4,1.8879185026711327,0.7361111111111112,T03,Google A2A
logan272,11,5,2.0048861640918427,0.7196969696969697,T03,Independent
Lancetnik,11,4,1.2776134368191157,0.8257575757575759,T06,Google A2A
oliverlabs,11,4,1.8230679822736613,0.75,T01,Google
dgenio,11,6,2.3685225277282065,0.643939393939394,T02,Google
cdavernas,11,4,1.6767370300521327,0.7803030303030303,T02,Google A2A
lkawka,10,5,2.1709505944546685,0.6833333333333333,T06,Google
HeetVekariya,10,3,1.570950594454669,0.7666666666666668,T03,Independent
douglasborthwick-crypto,10,3,1.3609640474436813,0.8166666666666667,T12,Independent
patwhite,10,6,2.4464393446710155,0.6166666666666667,T01,Scaled MCP
jland-redhat,9,4,1.8910611120726528,0.7314814814814816,T02,Independent
JKHeadley,9,3,1.3516441151533922,0.8240740740740742,T08,MoltBridge
dinesh707,9,3,1.4355205042826666,0.8055555555555556,T06,Google A2A
Fannon,9,3,0.9864267287308426,0.8611111111111112,T02,Google A2A
vongosling,9,3,1.5304930567574826,0.7870370370370372,T06,Independent
jmandel,9,4,1.8910611120726528,0.7314814814814816,T02,Google
beonde,9,5,2.113283334294875,0.6944444444444444,T03,Google A2A
davidlivekoo2012,8,4,1.9056390622295665,0.7291666666666667,T07,Google
laurentsimon,8,4,1.9056390622295662,0.7291666666666667,T08,Google
inesmcm26,8,3,1.4056390622295665,0.8125,T02,Independent
DracoBlue,8,5,2.1556390622295662,0.6875,T08,Developer Community
siacomuzzi,8,7,2.75,0.47916666666666674,T08,Google
guglielmo-san,8,5,2.1556390622295662,0.6875,T09,Independent
KomachiSion,8,3,1.2987949406953987,0.8333333333333335,T02,Independent
egor-baranov,8,3,1.2987949406953987,0.8333333333333335,T06,Google A2A
OyaAIProd,7,1,0.0,0.9166666666666667,T03,Independent
zzxwill,7,3,1.3787834934861756,0.8214285714285714,T09,Independent
justfalter,7,4,1.8423709931771088,0.75,T01,Independent
aickin,7,3,1.4488156357251847,0.7976190476190477,T02,Google
robomotic,7,3,1.4488156357251847,0.7976190476190477,T03,GitHub community member
aglicacha,7,4,1.6644977792004614,0.773809523809524,T06,Independent
ydennisy,7,4,1.8423709931771086,0.75,T03,Google A2A governance
vizmut-labs,7,5,2.235926350629033,0.6547619047619049,T06,vizmut-labs
Copilot,7,3,1.3787834934861756,0.8214285714285714,T02,Google
syllogismos,7,4,1.8423709931771088,0.75,T02,Google A2A
bobtista,7,3,1.3787834934861756,0.8214285714285714,T03,Google A2A
binbandit,6,3,1.459147917027245,0.8055555555555556,T05,Google A2A
sms03,6,2,0.9182958340544894,0.8611111111111112,T02,Google A2A
Phil-Hills,6,4,1.7924812503605783,0.75,T02,Independent
jebinj22,6,3,1.2516291673878228,0.8333333333333335,T07,Independent
iliesicatrinel,6,3,1.2516291673878228,0.8333333333333335,T02,Google
dfdumaresq,6,1,0.0,0.9166666666666667,T08,Google A2A
pwwpche,6,4,1.9182958340544896,0.7222222222222223,T01,Google
jonigl,6,4,1.9182958340544896,0.7222222222222223,T03,Independent
MG1-4,6,4,1.9182958340544896,0.7222222222222223,T01,GitHub A2A
codefromthecrypt,6,4,1.9182958340544896,0.7222222222222223,T02,GitHub community member
LingJingMaster,6,2,0.6500224216483541,0.8888888888888891,T07,Google A2A governance
sfitts,6,3,1.459147917027245,0.8055555555555556,T03,Google
kabir,6,2,0.9182958340544894,0.8611111111111112,T02,Independent
spricet,6,2,0.6500224216483541,0.8888888888888891,T02,Independent
logan-markewich,6,5,2.251629167387823,0.6388888888888891,T02,Google A2A
yedidel,6,3,1.459147917027245,0.8055555555555556,T08,Independent
jmesnil,6,4,1.9182958340544896,0.7222222222222223,T02,Google
palladius,5,3,1.370950594454669,0.8166666666666667,T02,Google
ehsavoie,5,2,0.7219280948873623,0.8833333333333333,T02,Independent
ajaynagotha,5,3,1.370950594454669,0.8166666666666667,T01,Google A2A
CakeCrusher,5,3,1.5219280948873626,0.7833333333333334,T02,Independent
CZH-THU,5,3,1.370950594454669,0.8166666666666667,T08,Independent
mihaimaruseac,5,3,1.370950594454669,0.8166666666666667,T08,Google
mindpower,5,4,1.9219280948873625,0.7166666666666668,T06,Google
ThierryThevenet,5,2,0.9709505944546688,0.8500000000000001,T04,Independent
mcglabs,5,3,1.370950594454669,0.8166666666666667,T01,Independent
daavoo,5,4,1.9219280948873625,0.7166666666666668,T04,Independent
suvedo,5,2,0.7219280948873623,0.8833333333333333,T03,client
daltonnyx,5,3,1.5219280948873626,0.7833333333333334,T02,Developer
everettVT,5,4,1.9219280948873625,0.7166666666666668,T02,Independent
xtrasmal,5,2,0.7219280948873623,0.8833333333333333,T06,GitHub A2A
gNtino,5,3,1.370950594454669,0.8166666666666667,T03,Google A2A
sing1ee,5,2,0.7219280948873623,0.8833333333333333,T03,Developer
Kevin1466,5,3,1.5219280948873626,0.7833333333333334,T03,Independent
KrshnKush,5,3,1.370950594454669,0.8166666666666667,T01,Independent
joshhalley,5,2,0.7219280948873623,0.8833333333333333,T01,Independent
grll,5,2,0.7219280948873623,0.8833333333333333,T02,Independent
fernando-torres-blip-ai,4,2,0.8112781244591328,0.875,T03,Google A2A
dhdanie,4,3,1.5,0.7916666666666667,T02,Independent
adarshnarayanhegde,4,2,0.8112781244591328,0.875,T04,Independent
andreibesleaga,4,2,0.8112781244591328,0.875,T06,Enterprise systems
architectureofthings,4,2,0.8112781244591328,0.875,T06,Independent
arislan-lilo,4,1,0.0,0.9166666666666667,T02,Independent
tomsun28,4,3,1.5,0.7916666666666667,T03,Independent
brycewcole,4,2,0.8112781244591328,0.875,T02,Google
blkt,4,2,0.8112781244591328,0.875,T02,Independent
barnendu,4,1,0.0,0.9166666666666667,T04,GitHub A2A
thisisnotapril,4,2,0.8112781244591328,0.875,T02,Google
fjuma,4,1,0.0,0.9166666666666667,T02,Google
thebenignhacker,4,2,0.8112781244591328,0.875,T08,Independent
satendrakumar,4,2,1.0,0.8333333333333335,T02,Independent
ReubenBond,4,4,2.0,0.6666666666666667,T02,Independent
HungYangChang,4,3,1.5,0.7916666666666667,T01,Independent
IhateCreatingUserNames2,4,2,1.0,0.8333333333333335,T03,Google A2A
yangyang-yyy,4,3,1.5,0.7916666666666667,T03,Independent
powmax-commits,4,2,0.8112781244591328,0.875,T02,Google
xui-will,4,3,1.5,0.7916666666666667,T06,Google
lorenzocipriani-huawei,4,3,1.5,0.7916666666666667,T01,huawei
JeromeOvO,4,3,1.5,0.7916666666666667,T09,Independent
yzhao244,4,1,0.0,0.9166666666666667,T02,Google
rajhanshdhami,4,4,2.0,0.6666666666666667,T01,GitHub A2A
wilsonsilva,4,1,0.0,0.9166666666666667,T02,Independent
meetrais,4,1,0.0,0.9166666666666667,T11,Independent
michelschep,4,3,1.5,0.7916666666666667,T03,GitHub community member
mikumifa,4,2,0.8112781244591328,0.875,T03,Independent
ritsuki1227,4,2,1.0,0.8333333333333335,T01,Independent
widrss,4,4,2.0,0.6666666666666667,T01,Google A2A
zhenjunMa,4,4,2.0,0.6666666666666667,T02,Independent
mvakoc,4,2,1.0,0.8333333333333335,T02,Google
gagb,4,3,1.5,0.7916666666666667,T02,Google A2A
sandyskies,4,2,0.8112781244591328,0.875,T03,Independent
sandangel,4,2,1.0,0.8333333333333335,T02,Independent
vladislavdonchev,4,4,2.0,0.6666666666666667,T02,Independent-AI-Labs
graemefoster,4,3,1.5,0.7916666666666667,T03,Independent
niguowei44,4,2,0.8112781244591328,0.875,T11,Independent
HomeroRR,4,1,0.0,0.9166666666666667,T06,Google A2A governance
AlbumenJ,4,2,0.8112781244591328,0.875,T09,Google A2A
ibrahimokuyucu,4,2,0.8112781244591328,0.875,T12,Google A2A
msardara,4,3,1.5,0.7916666666666667,T04,Google
AlexsJones,4,2,0.8112781244591328,0.875,T03,Google A2A
tatanka1212,3,3,1.584962500721156,0.75,T01,Google A2A
tanemaki,3,1,0.0,0.9166666666666667,T02,Independent
muthub-ai,3,3,1.584962500721156,0.75,T03,Independent
maxekman,3,1,0.0,0.9166666666666667,T06,Developer Community
patwlan,3,3,1.584962500721156,0.75,T02,Independent
oopslink,3,2,0.9182958340544894,0.8611111111111112,T02,Independent
liuzengh,3,2,0.9182958340544894,0.8611111111111112,T02,Google
pascal910107,3,3,1.584962500721156,0.75,T05,Independent
promptrotator,3,3,1.584962500721156,0.75,T02,Independent
lifieai,3,1,0.0,0.9166666666666667,T03,Lifie AI
dayuyang1999,3,3,1.584962500721156,0.75,T02,Google A2A
gregboero,3,3,1.584962500721156,0.75,T06,GitHub community member
shamblett,3,2,0.9182958340544894,0.8611111111111112,T03,Independent
eli-osherovich,3,1,0.0,0.9166666666666667,T04,Google
salqadri,3,3,1.584962500721156,0.75,T01,Independent
hoonji,3,2,0.9182958340544894,0.8611111111111112,T09,Google
rokonec,3,3,1.584962500721156,0.75,T01,Independent
rohit2k21,3,2,0.9182958340544894,0.8611111111111112,T02,Unknown
irshadnilam,3,2,0.9182958340544894,0.8611111111111112,T09,GitHub A2A (discussion)
richardanaya,3,1,0.0,0.9166666666666667,T11,Independent
ducknificient,3,2,0.9182958340544894,0.8611111111111112,T02,Independent
101scholar,3,2,0.9182958340544894,0.8611111111111112,T03,service_provider
jocelynh-microsoft,3,2,0.9182958340544894,0.8611111111111112,T02,Microsoft
johnson7788,3,3,1.584962500721156,0.75,T01,Independent
kdenhartog,3,3,1.584962500721156,0.75,T04,Independent
ptiper,3,1,0.0,0.9166666666666667,T02,Independent
scidomino,3,1,0.0,0.9166666666666667,T02,Independent
kshitizz36,3,2,0.9182958340544894,0.8611111111111112,T06,Google
richgo,3,1,0.0,0.9166666666666667,T02,Google
deepakskhetwal,3,2,0.9182958340544894,0.8611111111111112,T03,Unknown
alan-silverstreams,3,2,0.9182958340544894,0.8611111111111112,T03,SilverstreamsAI
Frankdog,3,2,0.9182958340544894,0.8611111111111112,T02,Independent
aeoess,3,1,0.0,0.9166666666666667,T08,Independent
MengJiapeng,3,1,0.0,0.9166666666666667,T02,Independent
HaohanTsao,3,3,1.584962500721156,0.75,T02,Google A2A
zoujie-ee,3,2,0.9182958340544894,0.8611111111111112,T09,Google
annicode01,3,1,0.0,0.9166666666666667,T11,Independent
acensia,3,1,0.0,0.9166666666666667,T02,GitHub A2A
abdibrokhim,3,2,0.9182958340544894,0.8611111111111112,T02,Independent
AlokRanjanSwain,3,2,0.9182958340544894,0.8611111111111112,T02,Independent
Mocuto,3,2,0.9182958340544894,0.8611111111111112,T02,Independent
Paulchen5,3,2,0.9182958340544894,0.8611111111111112,T02,Independent
NavtejMAQ,3,1,0.0,0.9166666666666667,T11,Independent
yasonk,3,2,0.9182958340544894,0.8611111111111112,T03,Independent
tiswanso,3,2,0.9182958340544894,0.8611111111111112,T06,Google A2A
ZapzCsgo,3,3,1.584962500721156,0.75,T02,Google
RobinQu,3,1,0.0,0.9166666666666667,T06,Independent
wushubang,3,2,0.9182958340544894,0.8611111111111112,T03,Independent
Realsid,3,3,1.584962500721156,0.75,T03,Google A2A
alanyst,3,1,0.0,0.9166666666666667,T02,Independent
ysxu666,3,2,0.9182958340544894,0.8611111111111112,T05,Independent
zzstoatzz,3,2,0.9182958340544894,0.8611111111111112,T03,Google A2A
JayBhadiyadraInstanceIT,3,2,0.9182958340544894,0.8611111111111112,T08,Independent
yaronf,2,1,0.0,0.9166666666666667,T04,Google
peterwang2013,2,2,1.0,0.8333333333333335,T03,Google A2A
RubberGoose246,2,2,1.0,0.8333333333333335,T07,Independent
iamrajiv,2,2,1.0,0.8333333333333335,T02,Independent
lrosenthol,2,1,0.0,0.9166666666666667,T03,GitHub community
rogpeppe,2,2,1.0,0.8333333333333335,T02,Independent
SergeyMenshykh,2,2,1.0,0.8333333333333335,T03,Google
loganaden,2,1,0.0,0.9166666666666667,T04,Independent
lukaszkostrzewa,2,1,0.0,0.9166666666666667,T03,Google A2A
nickossdev,2,2,1.0,0.8333333333333335,T03,Google A2A
rsoika,2,1,0.0,0.9166666666666667,T08,Enterprise
gvdongen,2,2,1.0,0.8333333333333335,T02,Google A2A
gpanakkal,2,2,1.0,0.8333333333333335,T04,Google
markgoho,2,2,1.0,0.8333333333333335,T06,Independent
XiHeee,2,1,0.0,0.9166666666666667,T04,Google
WaqasIshaque1,2,1,0.0,0.9166666666666667,T03,GitHub community member
gspencergoog,2,2,1.0,0.8333333333333335,T02,Google
Tech-AML,2,1,0.0,0.9166666666666667,T03,Independent
marianogonzalez,2,2,1.0,0.8333333333333335,T02,Independent
gulercan,2,2,1.0,0.8333333333333335,T08,Google
TP9-dev,2,1,0.0,0.9166666666666667,T01,Google
hotdogarea,2,1,0.0,0.9166666666666667,T03,Independent
manojsharmadcx,2,1,0.0,0.9166666666666667,T01,Independent
manojk0303,2,2,1.0,0.8333333333333335,T03,Google A2A
haxudev,2,2,1.0,0.8333333333333335,T03,Google
pcingola,2,1,0.0,0.9166666666666667,T06,Developer Community
StevenJohnson998,2,1,0.0,0.9166666666666667,T04,Independent
Renator13,2,1,0.0,0.9166666666666667,T03,Independent
hkmo99,2,2,1.0,0.8333333333333335,T01,Google
volodya-lombrozo,2,2,1.0,0.8333333333333335,T02,Independent
hieuminh65,2,2,1.0,0.8333333333333335,T01,Independent
QuantumDaveLdn,2,1,0.0,0.9166666666666667,T03,GitHub A2A
jackwotherspoon,2,2,1.0,0.8333333333333335,T02,Google A2A
lalrow,2,2,1.0,0.8333333333333335,T02,Independent
LucaButBoring,2,2,1.0,0.8333333333333335,T03,Google A2A
JadenHuang2023,2,1,0.0,0.9166666666666667,T04,Independent
jsahil,2,2,1.0,0.8333333333333335,T06,Google A2A
jtanningbed,2,2,1.0,0.8333333333333335,T03,Google A2A
LI-Jinyang,2,1,0.0,0.9166666666666667,T06,Independent
lambochen,2,2,1.0,0.8333333333333335,T02,GitHub A2A
jwson-automation,2,2,1.0,0.8333333333333335,T02,Google A2A governance
Kludex,2,2,1.0,0.8333333333333335,T02,Independent
LuckyLaochou,2,1,0.0,0.9166666666666667,T02,Independent
qingyun-wu,2,2,1.0,0.8333333333333335,T03,Independent
kyleacmooney,2,1,0.0,0.9166666666666667,T02,Google A2A
kurt-r2c,2,2,1.0,0.8333333333333335,T04,Google A2A
xiongwenxin123,2,2,1.0,0.8333333333333335,T03,Independent
knuckles-stack,2,1,0.0,0.9166666666666667,T04,Google
priyankjecrc,2,1,0.0,0.9166666666666667,T06,Google A2A
xray918,2,1,0.0,0.9166666666666667,T03,A2Astore.co
rajib76,2,1,0.0,0.9166666666666667,T03,Independent
Meir017,2,2,1.0,0.8333333333333335,T02,Independent
rodrigallardo,2,1,0.0,0.9166666666666667,T02,Independent
HadjievK,2,1,0.0,0.9166666666666667,T03,GitHub community member
bgauryy,2,1,0.0,0.9166666666666667,T08,Independent
wenwenc9,2,2,1.0,0.8333333333333335,T03,Independent
gilamsalem,2,1,0.0,0.9166666666666667,T03,Developer
jeanibarz,2,2,1.0,0.8333333333333335,T02,Google
jeletor,2,1,0.0,0.9166666666666667,T03,Google A2A
jenish2917,2,1,0.0,0.9166666666666667,T03,Independent
richard-rance,2,1,0.0,0.9166666666666667,T02,Google
pinchwork,2,2,1.0,0.8333333333333335,T03,Independent
joevidev,2,1,0.0,0.9166666666666667,T02,Google A2A
rebeccacamejo,2,2,1.0,0.8333333333333335,T02,Independent
MoonRendering,2,2,1.0,0.8333333333333335,T02,Independent
jlfolland,2,2,1.0,0.8333333333333335,T03,Independent
lindsaydsgdnolan-eng,2,1,0.0,0.9166666666666667,T02,Google
Midnight-719,2,1,0.0,0.9166666666666667,T08,Independent
liar666,2,2,1.0,0.8333333333333335,T03,Independent
lexi-k,2,2,1.0,0.8333333333333335,T01,Independent
Zephyr-Blessed,2,1,0.0,0.9166666666666667,T03,AgentRolodex
vineethsai,2,2,1.0,0.8333333333333335,T03,Independent
ZhiLiGod,2,2,1.0,0.8333333333333335,T02,Independent
akintunca,2,1,0.0,0.9166666666666667,T03,Developer
danbri,2,2,1.0,0.8333333333333335,T04,Independent
danja,2,2,1.0,0.8333333333333335,T03,Google A2A
AdarPeleg,2,1,0.0,0.9166666666666667,T02,Independent
tucnak,2,1,0.0,0.9166666666666667,T06,Google A2A
AlexanderShenshin,2,2,1.0,0.8333333333333335,T03,Independent
mrorigo,2,2,1.0,0.8333333333333335,T01,Google A2A
mprynce,2,2,1.0,0.8333333333333335,T03,Google A2A
alextibbles,2,2,1.0,0.8333333333333335,T04,Independent
dchrty,2,2,1.0,0.8333333333333335,T03,Google R&D Engineer
decode-mayank,2,1,0.0,0.9166666666666667,T03,Independent
mjunaidca,2,2,1.0,0.8333333333333335,T04,Google A2A
sangpire,2,1,0.0,0.9166666666666667,T02,Google
zhengleibin,2,1,0.0,0.9166666666666667,T03,Google
Areo-Joe,2,2,1.0,0.8333333333333335,T02,Google A2A
omkar-12bits,2,1,0.0,0.9166666666666667,T03,Independent
alantriesagain,2,2,1.0,0.8333333333333335,T02,GitHub community member
alampolee,2,2,1.0,0.8333333333333335,T03,Agent Builders
tot-ra,2,1,0.0,0.9166666666666667,T03,Google
andrewdavidmackenzie,2,1,0.0,0.9166666666666667,T03,Red Hat
mukteshkrmishra,2,1,0.0,0.9166666666666667,T01,Independent
buddha314,2,2,1.0,0.8333333333333335,T02,Independent
bittr-oss,2,2,1.0,0.8333333333333335,T02,Independent
bkowal,2,1,0.0,0.9166666666666667,T02,Google
azyobuzin,2,1,0.0,0.9166666666666667,T02,Independent
awickham10,2,2,1.0,0.8333333333333335,T02,Independent
bparees,2,2,1.0,0.8333333333333335,T02,Independent
tanveer-builds,2,1,0.0,0.9166666666666667,T11,Independent
brunogrbavac,2,1,0.0,0.9166666666666667,T03,Google A2A governance
automateyournetwork,2,1,0.0,0.9166666666666667,T04,Google A2A
sunyuhan1998,2,1,0.0,0.9166666666666667,T02,Independent
nithin-nk,2,1,0.0,0.9166666666666667,T03,Independent
syumpx,2,2,1.0,0.8333333333333335,T02,Google
syaproj,2,1,0.0,0.9166666666666667,T03,Google
tomkis,2,2,1.0,0.8333333333333335,T02,Independent
sxhxliang,2,1,0.0,0.9166666666666667,T03,Independent
tonycai,2,1,0.0,0.9166666666666667,T03,Google A2A
anjanas,2,2,1.0,0.8333333333333335,T02,Google
akshaykokane,2,1,0.0,0.9166666666666667,T02,Google
JeremyFan,2,2,1.0,0.8333333333333335,T03,Independent
Bill-XU,2,1,0.0,0.9166666666666667,T03,GitHub community
z2z23n0,2,1,0.0,0.9166666666666667,T02,Google A2A
mdii,2,1,0.0,0.9166666666666667,T02,Independent
a2a-bot,2,1,0.0,0.9166666666666667,T09,Unknown
shaikmoeed,2,1,0.0,0.9166666666666667,T05,Independent
meguminnnnnnnnn,2,1,0.0,0.9166666666666667,T06,Independent
aamonten,2,1,0.0,0.9166666666666667,T02,Independent
elCaptnCode,2,2,1.0,0.8333333333333335,T01,Community
eilon-shai,2,1,0.0,0.9166666666666667,T03,Independent
DGuhr,2,2,1.0,0.8333333333333335,T06,Independent
ahoblitz,2,2,1.0,0.8333333333333335,T03,Independent
geneknit,2,2,1.0,0.8333333333333335,T01,Independent
zamorofthat,2,2,1.0,0.8333333333333335,T03,telecom
aimable100,2,2,1.0,0.8333333333333335,T04,Tenuo
ajoslin103,2,1,0.0,0.9166666666666667,T03,Independent
flex-myeonghyeon,2,1,0.0,0.9166666666666667,T09,Independent
ghostdoglzd,2,1,0.0,0.9166666666666667,T02,Independent
zchee,2,2,1.0,0.8333333333333335,T02,Google A2A
adsri,2,2,1.0,0.8333333333333335,T01,Google
yukuanj,1,1,0.0,0.9166666666666667,T02,Google
ppattanayak,1,1,0.0,0.9166666666666667,T04,GitHub community
nitin737,1,1,0.0,0.9166666666666667,T02,Independent
no7dw,1,1,0.0,0.9166666666666667,T08,Independent
yu-iskw,1,1,0.0,0.9166666666666667,T08,Google
nikhilmaddirala,1,1,0.0,0.9166666666666667,T06,GitHub
prashubk,1,1,0.0,0.9166666666666667,T02,GitHub user
pavankumarleo,1,1,0.0,0.9166666666666667,T03,Independent
ymmt2005,1,1,0.0,0.9166666666666667,T06,Google A2A
pauldotknopf,1,1,0.0,0.9166666666666667,T04,Google
pavelgj,1,1,0.0,0.9166666666666667,T02,Google
prassanna-ravishankar,1,1,0.0,0.9166666666666667,T03,Independent
y-d-y,1,1,0.0,0.9166666666666667,T03,Independent
xtrycatchx,1,1,0.0,0.9166666666666667,T08,Independent
pausanchez,1,1,0.0,0.9166666666666667,T03,Independent
nidhi-pathak,1,1,0.0,0.9166666666666667,T09,Independent
prokolyvakis,1,1,0.0,0.9166666666666667,T02,Independent
yuluo-yx,1,1,0.0,0.9166666666666667,T03,Google A2A
zomux,1,1,0.0,0.9166666666666667,T03,Independent
nvcnvn,1,1,0.0,0.9166666666666667,T04,Google A2A
perfectspr,1,1,0.0,0.9166666666666667,T06,Independent
one-kash,1,1,0.0,0.9166666666666667,T08,Independent
pilartomas,1,1,0.0,0.9166666666666667,T02,Google
zhangjh,1,1,0.0,0.9166666666666667,T11,Independent
phillipgibson,1,1,0.0,0.9166666666666667,T02,Google
openaitx-system,1,1,0.0,0.9166666666666667,T02,Unknown
olileger,1,1,0.0,0.9166666666666667,T03,Independent
ossfellow,1,1,0.0,0.9166666666666667,T03,Independent
yichenj,1,1,0.0,0.9166666666666667,T03,Independent
pab1it0,1,1,0.0,0.9166666666666667,T03,Google A2A
pcuci,1,1,0.0,0.9166666666666667,T04,Independent
y-tabata,1,1,0.0,0.9166666666666667,T04,Google
pointhalo,1,1,0.0,0.9166666666666667,T02,Independent
oabdelkarim,1,1,0.0,0.9166666666666667,T04,Independent
z-a-f,1,1,0.0,0.9166666666666667,T07,GitHub community member
yadav,1,1,0.0,0.9166666666666667,T02,Google
zmstone,1,1,0.0,0.9166666666666667,T06,emqx
yangchi,1,1,0.0,0.9166666666666667,T02,Google
yuqingzcn,1,1,0.0,0.9166666666666667,T07,Unknown
postbird,1,1,0.0,0.9166666666666667,T02,Independent
paparth,1,1,0.0,0.9166666666666667,T01,Google
yairyairyair,1,1,0.0,0.9166666666666667,T02,Unknown
theosp,1,1,0.0,0.9166666666666667,T03,JustDo
prosa21,1,1,0.0,0.9166666666666667,T02,GitHub community member
pszjmb1,1,1,0.0,0.9166666666666667,T08,Independent
sreanik,1,1,0.0,0.9166666666666667,T08,Independent
uestcbraid,1,1,0.0,0.9166666666666667,T02,Independent
sondotpin,1,1,0.0,0.9166666666666667,T01,Independent
ujnak,1,1,0.0,0.9166666666666667,T02,Independent
skyfire-ammar,1,1,0.0,0.9166666666666667,T03,Google A2A
umariyoob,1,1,0.0,0.9166666666666667,T02,Independent
simarsher220,1,1,0.0,0.9166666666666667,T09,Google A2A
unizhu,1,1,0.0,0.9166666666666667,T02,Independent
silverheartshafiq,1,1,0.0,0.9166666666666667,T08,Google A2A
uttej-vsk,1,1,0.0,0.9166666666666667,T03,Independent
shyam-habarakada,1,1,0.0,0.9166666666666667,T04,GitHub A2A
vibnimit,1,1,0.0,0.9166666666666667,T03,Software Engineer
vicradon,1,1,0.0,0.9166666666666667,T02,Google
sepo-eng,1,1,0.0,0.9166666666666667,T01,Google
secprog,1,1,0.0,0.9166666666666667,T03,Independent
victordibia,1,1,0.0,0.9166666666666667,T06,Google A2A governance
sd0ric4,1,1,0.0,0.9166666666666667,T04,Google
scvthorsten,1,1,0.0,0.9166666666666667,T08,Independent
satishkamavaram,1,1,0.0,0.9166666666666667,T02,Independent
tymorton,1,1,0.0,0.9166666666666667,T08,Independent
sreejit-a,1,1,0.0,0.9166666666666667,T02,Independent
star-gazer111,1,1,0.0,0.9166666666666667,T03,Independent
torrmal,1,1,0.0,0.9166666666666667,T03,Google A2A
thestupd,1,1,0.0,0.9166666666666667,T03,Developer Community
taosher,1,1,0.0,0.9166666666666667,T04,Independent
tangpingqingwa,1,1,0.0,0.9166666666666667,T05,Independent
takassh,1,1,0.0,0.9166666666666667,T02,Google A2A
tobiasopdenbrouw,1,1,0.0,0.9166666666666667,T04,Independent
tomasdev,1,1,0.0,0.9166666666666667,T08,Independent
swarf00,1,1,0.0,0.9166666666666667,T08,Independent
superjvjkdf,1,1,0.0,0.9166666666666667,T04,Unknown
sunilp,1,1,0.0,0.9166666666666667,T03,Independent
